ja,zh_Hans
祝福呪怨無効,祝福咒怨无效
状態異常成功率UP,异常状态成功率UP
ハマ成功率UP,哈玛成功率UP
ムド成功率UP,姆多成功率UP
銃撃命中率5%UP,枪击命中率5%UP
サムライの心得,武士诀窍
目眩率UP,晕眩概率UP
混乱率UP,混乱概率UP
恐怖率UP,恐惧概率UP
忘却率UP,遗忘概率UP
睡眠率UP,睡眠概率UP
激怒率UP,狂怒概率UP
絶望率UP,绝望概率UP
葛葉の勲章,葛叶的勋章
洗脳率UP,洗脑概率UP
クリティカル率大UP,暴击率大UP
目眩耐性,晕眩耐性
混乱耐性,混乱耐性
恐怖耐性,恐惧耐性
忘却耐性,遗忘耐性
睡眠耐性,睡眠耐性
激怒耐性,狂怒耐性
絶望耐性,绝望耐性
合体事故率UP,合体意外发生率UP
洗脳耐性,洗脑耐性
魔王の境地,魔王的境界
目眩無効,晕眩无效
混乱無効,混乱无效
恐怖無効,恐惧无效
忘却無効,遗忘无效
睡眠無効,睡眠无效
激怒無効,狂怒无效
絶望無効,绝望无效
聖母の囁き,圣母的细语
洗脳無効,洗脑无效
聖母の抱擁,圣母的拥抱
炎上率UP,燃烧概率UP
凍結率UP,冻结概率UP
感電率UP,触电概率UP
ハイボルテージ,高压电流
逆境の覚悟,逆境的觉悟
背水の陣,背水一战
ヒートアップ,亢奋
タッチアンドゴー,一触即发
雨に唄えば,雨歌
浮かない空,天公不作美
予備枠,预备栏
銃撃ブースタ,枪击强化
銃撃ハイブースタ,高级枪击强化
トリガーハッピー,枪弹狂热
核熱耐性,核热耐性
核熱無効,核热无效
核熱反射,核热反弹
核熱吸収,核热吸收
念動耐性,念动耐性
念動無効,念动无效
念動反射,念动反弹
念動吸収,念动吸收
核熱ブースタ,核热强化
核熱ハイブースタ,高级核热强化
念動ブースタ,念动强化
念動ハイブースタ,高级念动强化
核熱見切り,核热识破
極・核熱見切り,极·核热识破
デトックス,心灵排毒
念動見切り,念动识破
極・念動見切り,极·念动识破
祝福ブースタ,祝福强化
祝福ハイブースタ,高级祝福强化
呪怨ブースタ,咒怨强化
呪怨ハイブースタ,高级咒怨强化
敵に見つからない,不会被敌人发现
魔導の才能,魔导才能
精神耐性,精神耐性
万能ブースタ,万能强化
万能ハイブースタ,高级万能强化
フルデストロイア,歼灭一切
ソウルチェイン,灵魂连结
虚飾の複製,虚荣的复制
暴食スナッフ(仮),暴食鼻烟壶(暂定)
怠惰の防御,怠惰的防御
虚飾の偽画,虚荣的赝画
四分の活泉,四分活泉
四分の魔脈,四分魔脉
ソウルタッチ,灵魂接触
勝利の呼び声,胜利战吼
特性DLC食いしばり用,特性DLC强忍用
状態異常にダメージUP,对异常状态伤害UP
状態異常にダメージ大UP,对异常状态伤害大UP
即死させるとSP小回復,造成即死时SP少量恢复
即死させるとSP中回復,造成即死时SP中量恢复
即死させるとSP大回復,造成即死时SP大量恢复
テクニカル時威力UP,TECHNICAL时威力UP
テクニカル時威力大UP,TECHNICAL时威力大UP
瀕死時攻撃UP,濒死时攻击UP
瀕死時攻撃大UP,濒死时攻击大UP
WEAK時威力UP,WEAK时威力UP
WEAK時威力大UP,WEAK时威力大UP
即死無効,即死无效
HPコスト10%減,HP消耗减少10%
HPコスト25%減,HP消耗减少25%
SPコスト10%減,SP消耗减少10%
SPコスト25%減,SP消耗减少25%
回復魔法効果10%UP,恢复魔法效果10%UP
回復魔法効果25%UP,恢复魔法效果25%UP
稀にHPコストゼロ,偶尔发生HP零消耗
稀にSPコストゼロ,偶尔发生SP零消耗
単体攻撃時威力UP,单体攻击时威力UP
単体攻撃時威力大UP,单体攻击时威力大UP
必中になるが回避不可,攻击必中但失去回避能力
回復コスト25%減,恢复消耗减少25%
回復コスト10%減,恢复消耗减少10%
物理命中半分威力倍,物理命中减半威力加倍
状態異常成功率小UP,异常状态成功率小UP
4属性揃うと威力大UP,拥有4属性时威力大UP
3属性揃うと威力UP,拥有3属性时威力UP
補助ターン数延長,辅助回合数延长
即死確率UP,即死概率UP
即死確率大UP,即死概率大UP
一分の活泉,一分活泉
二分の活泉,二分活泉
三分の活泉,三分活泉
一分の魔脈,一分魔脉
二分の魔脈,二分魔脉
三分の魔脈,三分魔脉
クリティカル威力UP,暴击威力UP
クリティカル威力大UP,暴击威力大UP
被ダメージ倍加,承受伤害加倍
全体攻撃時威力UP,全体攻击时威力UP
全体攻撃時威力大UP,全体攻击时威力大UP
オートバリア,自动护罩
情報支援,情报支援
絶対逃走,绝对逃脱
忠誠の盾,忠诚之盾
全属性ハイブースタ,高级全属性强化
ハイアナライズ,高阶分析
色欲の剛球(仮),色欲的刚球(暂定)
ダイヤモンドダスト,钻石星尘
ディテクティヴトーク,侦探交涉
アーティストトーク,艺术家交涉
ガリベントーク,书呆子交涉
主人公合体技,主角合体技
リュウジ合体技,龙司合体技
モルガナ合体技,摩尔加纳合体技
アン合体技,杏合体技
ユウスケ合体技,佑介合体技
マコト合体技,真合体技
ハル合体技,春合体技
アケチ合体技,明智合体技
幾美合体技,几美合体技
回復仙人,恢复仙人
元気の漏出,元气漏泄
元気の流出,元气流淌
元気の噴出,元气喷发
余裕の漏出,从容漏泄
余裕の流出,从容流淌
余裕の噴出,从容喷发
攻撃名人,攻击名人
防御名人,防御名人
俊敏名人,机敏名人
体術神,体术神
魔術神,魔法神
会心の眼差し,会心的眼神
光の伝道者,光之传道者
闇の伝道者,暗之传道者
精密射撃,精确射击
急所撃ち,打击要害
虚飾の複製(仮),虚荣的复制(暂)
怠惰の防御(仮),怠惰的防御(暂定)
状態異常敵に威力UP,对异常状态的敌人威力UP
状態異常敵に威力大UP,对异常状态的敌人威力大UP
瀕死時攻撃力UP,濒死时攻击力UP
瀕死時攻撃力大UP,濒死时攻击力大UP
HPコストゼロ,HP零消耗
SPコストゼロ,SP零消耗
物理命中50%威力倍,物理命中50%威力加倍
被ダメージ倍化,承受伤害加倍
,
使用禁止,禁止使用
神の深き影,神的黑暗暗影
死葬の蝿,死葬之蝇
魔槍操る猛将,挥舞魔枪的猛将
地下室のランプ男,地下室的提灯男
あざ笑う雪だるま,讥笑的雪人
迷いへ誘う少女,诱入迷途的少女
冥府の番犬,冥府的看门狗
破滅に誘う悪女,引发毁灭的恶女
戦乱を待つ騎兵,等待战乱的骑兵
英霊を欲する暴君,渴望英灵的暴君
首絞めの花少女,绞首的花少女
陰惨な五芒星,凄惨的五芒星
そびえる煩悩大王,挺立的烦恼大王
残忍なる雄ヒョウ,残忍的雄豹
暗夜の雷帝,暗夜的雷帝
無表情の一角獣,面无表情的独角兽
死罰の宣告者,死刑的宣告者
水わななく琵琶女,冒冷汗的琵琶女
葬送の女騎士,送葬的女骑士
人食いの女鬼,吃人的女鬼
奇運の象神,奇运的象神
亡者を量る者,亡魂裁量者
石棺に眠る王侯,于石棺长眠的王侯
潔癖の掃討者,洁癖扫荡者
影を統べる呪術師,统率暗影的咒术师
悪戯好きの少女隊長,喜欢恶作剧的少女队长
熱病に踊る獅子,发高烧的狮子
反逆する黒ゾウ,反抗的黑象
氷雪の覇者,冰雪的霸主
己惚れる花形,自恋的明星
生死を巡る女神,生死轮回的女神
回廊にうねるヘビ女,盘据回廊的蛇女
悪融合する霊,融合邪恶的灵魂
無頼の戦闘狂,无赖战斗狂
夜歩く怪戦士,夜间踱步的怪战士
奇弁の海の怪魚,善辩的海洋怪鱼
恐るべき子供騎士,恐怖的儿童骑士
浮名の宴のクイーン,绯闻宴席上的女王
寝台の精鬼,床上的精鬼
遊侠の獄卒,游侠狱卒
古き本能の大淫婦,远古本能的大淫妇
闇舞踏の魔女,黑暗舞蹈的魔女
つけ狙う狼霊,伺机而动的狼灵
滅亡を映す美女,映出灭亡的美女
責苦の告知者,苦难的告示者
怒髪天の武人,怒发冲冠的武者
異界からの少女,来自异界的少女
怒りの果ての黒女王,愤怒发狂的黑女王
幽谷の怪僧,幽谷的怪僧
浮気な夢のキング,出轨的梦境之王
凶事まねく憑代,招来灾厄的依附体
酔いどれる多頭蛇,烂醉的多头蛇
破産を知るウマ男,知晓破产的马男
狂騒のサル王子,狂躁的猴王子
天の刑罰官,天界的判官
背負いをせがむ小鬼,求人背的小鬼
常夜に笑う女傑,在永夜大笑的女英豪
獄舎の総督,监狱总督
底にいる貪欲王,深渊中的贪婪之王
屋根裏の小獅子,阁楼里的小狮子
眠気の袋を持つ男,带着梦沙的男子
堕落の伝道師,堕落的传教士
愛して憎む才女,令人又爱又恨的才女
鮮血の大母神,鲜血大母神
黒の報復人,漆黑的复仇者
苦渋の鍛冶師,苦恼的铁匠
隠し金庫の双頭犬,秘密金库的双头犬
黄昏の女娼,黄昏的女娼
這い寄る吸血蛾,逼近的吸血蛾
恩赦無き審問官,无赦的审问官
若き日の老猫,青春的老猫
最悪の雪だるま,极恶的雪人
墓から目覚めた祖神,从墓中觉醒的始祖神
盲信する御使い,盲信的使者
地響きの影女,地动的影女
別れ坂の山乙女,离别坡的山女
死線に舞う神兵,穿梭生死的神兵
とり憑く犬霊,附身的犬灵
さすらいの反魂師,流浪的招魂师
死にぞこないの粘着肉,濒死的沾黏肉
墓碑を刻む怪鳥,雕刻墓碑的怪鸟
怨みの落ち武者,咒怨的落败武士
復讐する落人,复仇的落败者
憂き世忘れの踊り子,忘却世俗的舞娘
身を嘆く櫛娘,感叹命运的梳篦女
精気すする隣人,吸食精气的邻人
影に潜む隠密,藏身暗处的密探
武者殺しの戦鬼,虐杀武士的战鬼
激水に遊ぶ怪童,在激流戏水的怪童
旋風まとう悪漢,旋风缠绕的恶汉
傲岸不遜なハゲタカ,桀骜不逊的秃鹰
願い無き星,无所求的星星
底無し沼の狂い馬,无底沼泽的狂马
呪文詠唱するヒヒ,咏唱咒语的狒狒
大言壮語する酔漢,豪言壮语的醉汉
水際の遊女,水边的艺妓
殺気立つフクロウ男,杀气腾腾的猫头鹰男
ちぎれた煩悩大王,断裂的烦恼大王
草隠れの長老,藏身草丛的长老
たわけた山伏,滑稽的山林修行者
リージェント,摄政王
女王の首飾り,王后的项链
スクーンの石,命运之石
コ・イ・ヌール,光之山
オルロフ,奥尔洛夫
大帝の護符,大帝的护符
ホープダイヤ,希望钻石
水晶髑髏,水晶骷髅
オリハルコン,奥利哈钢
死刑台の人面花,死刑台的人面花
忌まわしき独裁者,不祥的独裁者
血祭り好きの戦女,喜欢血祭的女战士
不和を呼ぶ家政婦,造成不和的佣人
子絶やしの熊人形,断子绝孙的熊玩偶
汚泥の脈動,污泥的脉动
穢れた二角獣,污秽的双角兽
闇穴の太陽,暗穴的太阳
ざわめく山精,吵闹的山精
ふらつく木精,蹒跚的木精
ボトル詰めの丁稚,瓶子里的学徒
唸るしかばね鳥,低吟的尸鸟
夜鳴きする合成獣,夜鸣的合成兽
屍を喰らう屍,食尸鬼
異端の救世者,异端的救世主
邪宗のヤギ導師,邪教的山羊导师
邪猾の蛇王,狡猾的蛇王
洞穴のヘビ男,洞中的蛇男
荒ぶる鳥神,狂暴的鸟神
贄を焼く牛面鬼,焚烧活祭品的牛头鬼
終末を計測する者,测定终焉之人
不浄の魔神,不洁的魔神
暴虐の重騎兵,暴虐的重骑兵
群れ集う邪霊,群聚的邪灵
終末の導き手,终焉的领路人
役員ロボ・TYPE専務,董事机器人·TYPE专务
社畜ロボ・TYPE？,社畜机器人·TYPE？
社畜ロボ・TYPE係長,社畜机器人·TYPE系长
社畜ロボ・TYPE主任,社畜机器人·TYPE主任
社畜ロボ・TYPEヒラ,社畜机器人·TYPE员工
シャドウ高梨,暗影高梨
シャドウ中野原,暗影中野原
刈り取るもの,猎杀者
インキュバス,男梦魔
ジュスティーヌ,芮丝汀娜
カロリーヌ,卡萝莉娜
聖杯無触手A,圣杯无触手A
聖杯無触手B,圣杯无触手B
聖杯無触手C,圣杯无触手C
カモシダ・アスモデウス・スグル,鸭志田·阿斯摩太·卓
盲執のトロフィー,执迷不悟的奖杯
相性変化後教師ボス,相克变化后的老师首领
弱体化・人柱の王墓,弱化·活祭品王墓
聖杯,圣杯
画伯の右目,画伯的右眼
画伯の左目,画伯的左眼
画伯の鼻梁,画伯的鼻梁
画伯の口腔,画伯的口腔
マダラメ・アザゼル・イチリュウサイ,斑目·阿撒兹勒·一流斋
美術館ボス全弱点,美术馆首领全弱点
メメントスのオタカラ？,印象空间的秘宝？
カネシロ・バエル・ジュンヤ,金城·巴尔·润矢
ブタトロン,猪特隆
パレスを支配する怪物,支配宫殿的魔物
明智 吾郎,明智 吾郎
認知存在『イッシキ ワカバ』,认知存在『一色 若叶』
オクムラ・マモン・クニカズ,奥村·玛门·邦和
社畜ロボ・TYPE部長,社畜机器人·TYPE部长
社畜ロボ・TYPE課長,社畜机器人·TYPE课长
シャドウ冴,暗影冴
ニイジマ・レビアタン・サエ,新岛·利维坦·冴
アケチ ゴロウ,明智 吾郎
人柱の王獣,活祭品王兽
人柱の王翼,活祭品王翼
人柱の王墓,活祭品王墓
シドウ・サマエル・マサヨシ,狮童·萨麦尔·正义
真・シドウ・サマエル・マサヨシ,真·狮童·萨麦尔·正义
統制神ヤルダバオト,统治神亚尔达拜特
処刑の銃,处刑之枪
告知の鐘,宣告之钟
律法の書,律法之书
春のフィアンセ,春的未婚夫
美術館ボス・右目,美术馆首领·右眼
美術館ボス・左目,美术馆首领·左眼
美術館ボス・鼻  ,美术馆首领·鼻
美術館ボス・口  ,美术馆首领·口
特異シャドウ・TV社長,特异暗影·电视台台长
特異シャドウ・処理役,特异暗影·善后者
番兵隊長,警卫队长
シャドウ鷹瀬,暗影鹰濑
シャドウ曲尾夫人,暗影曲尾夫人
シャドウ大山田,暗影大山田
シャドウ曲尾,暗影曲尾
シャドウ根島,暗影根岛
シャドウ内村,暗影内村
シャドウ秋津,暗影秋津
警備員シャドウ,暗影警卫
シャドウ若狭,暗影若狭
政治家・大江,政治家·大江
シャドウ清水,暗影清水
特異シャドウ・IT社長,特异暗影·IT企业社长
シャドウ本庄,暗影本庄
シャドウ上智,暗影上智
シャドウ福来,暗影福来
シャドウ織田,暗影织田
シャドウ左右田,暗影左右田
シャドウ鷹瀬夫人,暗影鹰濑夫人
シャドウ最上,暗影最上
シャドウ東郷,暗影东乡
シャドウ津田,暗影津田
シャドウ伊佐塚,暗影伊佐冢
シャドウ橋里,暗影桥里
シャドウ一色,暗影一色
シャドウ麻倉,暗影麻仓
シャドウ有田,暗影有田
シャドウ下見,暗影下见
シャドウ岸,暗影岸
シャドウ武名,暗影武名
シャドウ名栗,暗影名栗
シャドウ吉岡,暗影吉冈
シャドウ小戸,暗影小户
シャドウ東郷夫人,暗影东乡夫人
シャドウ坪井,暗影坪井
特異シャドウ・旧華族,特异暗影·旧华族
シャドウ桐谷,暗影桐谷
シャドウ巻上,暗影卷上
死と遊ぶ踊り手,与死同乐的舞者
退廃の偶像,颓废的偶像
嵐を呼ぶ雷鳥,召唤风暴的雷鸟
むさぼり食う邪竜,贪得无厌的邪龙
邪を拝する合成体,膜拜邪恶的合成物
ねじ曲がった深淵,扭曲的深渊
戦慄の妖精騎士,战栗的妖精骑士
火炎と廻る刺客,火焰环绕的刺客
焼き尽くす巨人,烧尽万物的巨人
夢幻に住まうドクロ,栖身幻境的骷髅
奇形の獅子神,奇形怪状的狮神
怒髪天の明王,怒发冲冠的明王
首狩りの長靴猫,猎头的靴子猫
竜殺しの鬼才,屠龙的鬼才
ラヴェ専用ケルピー,拉雯妲专用凯尔派
ラヴェ専用ベリス  ,拉雯妲专用比利士
ラヴェ専用イヌガミ,拉雯妲专用犬神
ラヴェ専用ヌエ    ,拉雯妲专用奴延
ラヴェ専用オニ    ,拉雯妲专用鬼
ラヴェ専用アヌビス,拉雯妲专用阿努比斯
ラヴェ専用ミトラス,拉雯妲专用米特拉斯
ラヴェ専用オセ    ,拉雯妲专用欧赛
ラヴェ専用アタバク,拉雯妲专用大元帅明王
ラヴェ専用トール  ,拉雯妲专用托尔
ラヴェ専用ルシファー,拉雯妲专用路西法
P3専用オルフェウス,P3专用俄耳甫斯
P4専用イザナギ,P4专用伊邪那岐
P3用タナトス,P3专用塔纳托斯
P3用メサイア,P3用弥赛亚
P3用アティス,P3用阿提斯
P3用ジークフリード,P3用齐格飞
P4用コウリュウ,P4用黄龙
P4用カグヤ,P4用辉夜
P4用スラオシャ,P4用斯拉欧加
P4用ヨシツネ,P4用义经
P4用イザナギノオオカミ,P4用伊邪那岐大神
ラヴェンツァ,拉雯妲
丸喜 拓人,丸喜 拓人
サンドリヨン,灰姑娘
カスミ,霞
哀の贋作マダラメ,哀之赝品：斑目
怒の贋作マダラメ,怒之赝品：斑目
楽の贋作マダラメ,乐之赝品：斑目
喜の贋作マダラメ,喜之赝品：斑目
芳澤 すみれ,芳泽 堇
アザトース,阿撒托斯
アダムカドモン,原人亚当
追加社員,追加员工
アザトース2,阿撒托斯2
EXカモシダ色換え,EX鸭志田换色
認知存在『ミシマ ユウキ』,认知存在『三岛 由辉』
認知存在『スズイ シホ』,认知存在『铃井 志帆』
ピシャーチャ,毕舍遮
金で揮う者,持财挥霍者
金で防ぐ者,持财防守者
EXカネシロ攻略用踏み台,EX金城攻略用踏板
子絶やしの熊人形,绝子绝孙的熊玩偶
シャドウ永田,暗影永田
認知存在『永田教徒』,认知存在『永田教徒』
アダムターゲット1,亚当目标1
アダムターゲット2,亚当目标2
補佐の触手,辅助的触手
防護の触手,防护的触手
治癒の触手,治愈的触手
リリスの長女,莉莉丝的长女
リリスの次女,莉莉丝的次女
リリスの三女,莉莉丝的三女
リリスの四女,莉莉丝的四女
アザトース触手後半1,阿撒托斯触手后半1
アザトース触手後半2,阿撒托斯触手后半2
アザトース触手後半3,阿撒托斯触手后半3
アザトース触手後半4,阿撒托斯触手后半4
アザトース触手後半5,阿撒托斯触手后半5
アザトース触手後半6,阿撒托斯触手后半6
燃え立つ巨人,熊熊燃烧的巨人
後半丸喜,后半丸喜
後半アダムカドモン,后半原人亚当
オニ,鬼
認知存在『オクムラ ハル』,认知存在『奥村 春』
ジョゼ,约瑟
夢想に魅入られた少女,沉迷于空想的少女
幻視に耽る少女隊長,沉溺于幻象的少女队长
白昼夢に歌うクイーン,在白日梦中歌唱的皇后
玉座で笑う氷雪王,在王座上讪笑的冰雪王
享楽の雪だるま,享乐的雪人
悪に生きる雪だるま,活得邪恶的雪人
愉悦の蛇王,愉悦的蛇王
魔境に座すヘビ男,盘据魔境的蛇男
覇道を行く黒ゾウ,迈向霸道的黑象
富を肥やす象神,家财万贯的象神
傍若無人の重騎兵,不可一世的重骑兵
不夜城を守る騎兵,驻守不夜城的骑兵
理性惑わす雄ヒョウ,蒙蔽理性的雄豹
全知に酔う怪魚,陶醉于全知的怪鱼
無影の五芒星,无影的五芒星
光にはべる双頭犬,侍奉光芒的双头犬
楽園を死守する番犬,死守乐园的看门狗
朽ちること無き老猫,长生不死的猫
無限に遊ぶ長靴猫,不停玩乐的靴子猫
終わりなき汚泥の脈動,不死污泥的脉动
肥大化した粘着肉,肥大化的沾黏肉
飽食の鳥神,饱餐的鸟神
狂喜のハゲタカ,狂喜的秃鹰
光に溺れる御使い,沉溺光明的使者
輝き満ちる刑罰官,光辉满溢的判官
聖域の神兵,圣域的神兵
忘我に至る踊り子,浑然忘我的舞娘
法悦の山乙女,心醉神迷的山女
耽美に生きる櫛娘,活得唯美的梳篦女
殺しに酔う女鬼,陶醉于杀戮的女鬼
酒池肉林の戦女,酒池肉林的女战士
狂い咲く黒女王,狂乱绽放的黑女王
宴に誘うランプ男,邀宾赴宴的提灯男
会話クエ1相性変更用  ,会话任务1契合度变更用
会話クエ2相性変更用  ,会话任务2契合度变更用
会話クエ3相性変更用  ,会话任务3契合度变更用
会話クエ4相性変更用  ,会话任务4契合度变更用
会話クエ6相性変更用  ,会话任务6契合度变更用
会話クエ7相性変更用  ,会话任务7契合度变更用
会話クエ8相性変更用  ,会话任务8契合度变更用
会話クエ9相性変更用  ,会话任务9契合度变更用
会話クエ10相性変更用,会话任务10契合度变更用
ケットシー,凯特西
アークエンジェル,大天使
サキュバス,女梦魔
ケルピー,凯尔派
ハイピクシー,高等皮克希
ベリス,比利士
ヤクシニー,母夜叉
エリゴール,埃力格
イッポンダタラ,一本踏鞴
シキオウジ,式王子
ネコマタ,猫又
シーサー,狮爷
ラクシャーサ,罗刹
特別課外活動部の少年,特别课外活动部的少年
自称特別捜査隊の少年,自称特别搜查队的少年
シャドウ金城,暗影金城
シャドウ愛野,暗影爱野
シャドウ八谷,暗影八谷
シャドウ在原,暗影在原
シャドウ王野,暗影王野
シャドウ天崎,暗影天崎
シャドウ佐伯,暗影佐伯
シャドウ甘井,暗影甘井
シャドウ加賀美,暗影加贺美
シャドウ大井,暗影大井
シャドウ千代,暗影千代
シャドウ牛腸,暗影牛肠
シャドウ佐分利,暗影佐分利
シャドウ不破,暗影不破
シャドウ源,暗影源
会話クエ12パラ変更,会话任务12能力值变更
ピクシー,皮克希
アラハバキ,荒霸吐
ジャックフロスト,杰克霜精
コッパテング,木叶天狗
ジャックランタン,杰克灯笼
バイコーン,双角兽
デカラビア,单卡拉比
キウン,迦温
ミニマーラ,迷你魔罗
ダーキニー,荼吉尼
トート,托特
スカアハ,斯卡哈
クー・フーリン,库夫林
セタンタ,瑟坦特
コロポックル,克鲁波克鲁
オンギョウキ,隐形鬼
ナーガラジャ,那伽王
スカディ,丝卡蒂
ロア,罗瓦
ディオニュソス,狄俄尼索斯
ヤマタノオロチ,八岐大蛇
ティターニア,缇坦妮雅
メタトロン,梅塔特隆
ベルゼブブ,别西卜
ケルベロス,克鲁贝洛斯
リリム,莉莉姆
オーディン,奥丁
カハク,花魄
マーラ,魔罗
オセ,欧赛
トール,托尔
ユニコーン,独角兽
ウリエル,乌列尔
サラスヴァティ,妙音天女
ヴァルキリー,女武神
ガネーシャ,葛内舍
アヌビス,阿努比斯
モト,莫特
ラファエル,拉斐尔
バロン,巴隆
ギリメカラ,基力梅卡拉
キングフロスト,霜精之王
ナルキッソス,那耳喀索斯
イシス,伊西斯
ラミア,拉弥亚
レギオン,恶灵军团
モコイ,莫克伊
フォルネウス,佛钮司
リリス,莉莉丝
ランダ,兰达
マカミ,真神
パールヴァティ,帕尔瓦蒂
ガブリエル,加百列
ザオウゴンゲン,藏王权现
アリス,爱丽丝
カーリー,迦梨
クラマテング,鞍马天狗
オベロン,奥伯隆
オロバス,欧若博司
ハヌマーン,哈奴曼
オバリヨン,背背鬼
クイーンメイブ,妖精女王
サンダルフォン,圣德芬
アバドン,亚巴顿
ザントマン,睡魔
ベリアル,彼列
リャナンシー,莲南希
キュベレ,库柏勒
チェルノボグ,切尔诺伯格
フラロウス,佛劳洛斯
オルトロス,欧特鲁斯
モスマン,天蛾人
ドミニオン,主天使
ジャアクフロスト,邪恶霜精
エンジェル,天使
キクリヒメ,菊理媛
シュウ,蚩尤
パワー,能天使
イヌガミ,犬神
ネビロス,奈比洛斯
スライム,软泥怪
アンズー,安祖
ヤタガラス,八咫乌
ヨシツネ,义经
タケミナカタ,建御名方
アメノウズメ,天钿女
クシナダヒメ,奇稻田姬
クヴァンダ,鸠盘荼
キンキ,金鬼
スイキ,水鬼
フウキ,风鬼
ジャターユ,佳塔由
アプサラス,飞天
アンドラス,安德拉斯
マンドレイク,曼陀罗
バアル,巴力
シルキー,希路奇
バグス,巴古斯
ブラックウーズ,黑软泥怪
ミトラス,米特拉斯
スダマ,山灵
コダマ,木灵
アガシオン,阿珈席翁
オンモラキ,阴摩罗鬼
ヌエ,奴延
メルキセデク,麦基洗德
バフォメット,巴风特
ナーガ,那伽
ガルーダ,迦楼罗
モロク,摩洛
ノルン,诺伦
ベルフェゴール,贝尔芬格
コロンゾン,克伦佐
ニギミタマ,和魂
クシミタマ,奇魂
アラミタマ,荒魂
サキミタマ,幸魂
シヴァ,湿婆
ミカエル,米迦勒
アスラおう,阿修罗王
マダ,摩陀
マザーハーロット,巴比伦大淫妇
クロト,克洛托
ラケシス,拉刻西斯
アトロポス,阿特罗波斯
アルダー,阿尔达
ヴィシュヌ,毗湿奴
ハリティー,诃梨帝母
ユルング,虹蛇
ヘカトンケイル,百臂巨人
サタナエル,撒旦耶尔
オルフェウス,俄耳甫斯
タナトス,塔纳托斯
イザナギ,伊邪那岐
マガツイザナギ,祸津伊邪那岐
カグヤ,辉夜
アリアドネ,阿里阿德涅
アステリオス,阿斯忒里俄斯
ツキヨミ,月读
メサイア,弥赛亚
メサイア・賊神,弥赛亚·贼神
オルフェウス・賊神,俄耳甫斯·贼神
タナトス・賊神,塔纳托斯·贼神
イザナギ・賊神,伊邪那岐·贼神
マガツイザナギ・賊神,祸津伊邪那岐·贼神
カグヤ・賊神,辉夜·贼神
アリアドネ・賊神,阿里阿德涅·贼神
アステリオス・賊神,阿斯忒里俄斯·贼神
ツキヨミ・賊神,月读·贼神
？？？,？？？
アルセーヌ,亚森
キャプテン・キッド,船长基德
ゾロ,佐罗
カルメン,卡门
ゴエモン,五右卫门
ヨハンナ,琼安
ミラディ,米莱迪
ネクロノミコン,死灵之书
ロビンフッド,罗宾汉
