ja,zh_Hans
ロキ,洛基
セイテンタイセイ,齐天大圣
メリクリウス,墨丘利
ヘカーテ,赫卡忒
カムスサノヲ,神须佐之男
アナト,阿纳特
アスタルテ,阿斯塔尔塔
プロメテウス,普罗米修斯
ルシファー,路西法
ヴァナディース,凡娜迪丝
ウィリアム,威廉
ディエゴ,迭戈
セレスティーヌ,塞莱丝迪娜
ゴロキチ,五郎吉
アグネス,艾格尼丝
ルーシー,露西
アルアジフ,阿尔阿吉夫
ヘリワード,赫里沃德
エラ,艾拉
サタン,撒旦
コウリュウ,黄龙
オオクニヌシ,大国主
フツヌシ,经津主
セト,赛特
イシュタル,伊丝塔
スルト,斯尔特
元ジークフリード,原齐格飞
ラクシュミ,吉祥天女
元ベルフェゴール,元贝尔芬格
フォルトゥナ,福尔图娜
スザク,朱雀
セイリュウ,青龙
ゲンブ,玄武
ビャッコ,白虎
ビシャモンテン,毘沙门天
コウモクテン,广目天王
ジコクテン,持国天王
ゾウチョウテン,增长天王
ヘルズエンジェル,地狱天使
だいそうじょう,大僧正
トランペッター,吹号者
ホワイトライダー,白骑士
マタドール,斗牛士
ペイルライダー,苍白骑士
ホルス,荷鲁斯
アティス,阿提斯
スラオシャ,斯拉欧加
ミトラ,密特拉
ホウオウ,凤凰
プリンシパリティ,权天使
ネコショウグン,猫将军
ヴァスキ,婆苏吉
アナンタ,阿难陀
ソロネ,座天使
ケツアルカトル,羽蛇神
レッドライダー,红骑士
ブラックライダー,黑骑士
元モロク,元摩洛
パズス,帕祖祖
タイマン用シンデレラ,单挑用灰姑娘
アスモデウス,阿斯摩太
アザゼル,阿撒兹勒
バエル,巴尔
ティトエス,提图艾斯
マモン,玛门
レビアタン,利维坦
サマエル,萨麦尔
マリア,玛利亚
ウォフ・マナフ,瓦胡·马纳
ミシャグジさま,御社宫司神
チャレンジ用フロスト,挑战用霜精
チャレンジ用エンジェル,挑战用天使
P5未使用,P5未使用
P6未使用,P6未使用
伊邪那岐大神,伊邪那岐大神
プシュケイ,赛姬
アテナ,雅典娜
ラウール,劳尔
オルフェウス改,俄耳甫斯·改
伊邪那岐大神・賊神,伊邪那岐大神·贼神
プシュケイ・賊神,赛姬·贼神
アテナ・賊神,雅典娜·贼神
アルセーヌ・モダン・賊神,亚森·摩登·贼神
オルフェウス改・賊神,俄耳甫斯·改·贼神
マカーブル,马卡布
アリラト,艾里拉特
サンダーバード,雷鸟
ファフニール,法夫纳
ビヤーキー,拜亚基
ハスター,哈斯塔
タムリン,塔姆林
キマイラ,奇美拉
アタバク,大元帅明王
ジークフリード,齐格飞
ラヴェ専用ベリス  ,拉雯妲专用比利士  
ラヴェ専用ヌエ    ,拉雯妲专用奴延    
ラヴェ専用オニ    ,拉雯妲专用鬼    
ラヴェ専用オセ    ,拉雯妲专用欧赛    
ラヴェ専用トール  ,拉雯妲专用托尔  
P3専用オルフェウ,P3专用俄耳甫斯
P3用タナトス     ,P3用塔纳托斯     
P3用メサイア     ,P3用弥赛亚     
P3用アティス      ,P3用阿提斯      
P4用コウリュウ   ,P4用黄龙   
P4用カグヤ       ,P4用辉夜       
P4用スラオシャ   ,P4用斯拉欧加   
P4用ヨシツネ     ,P4用义经     
P4用イザナギノオオカミ ,P4用伊邪那岐大神 
深追いの気質,穷追的本性
救い手の血統,救星的血统
母なる神の恵み,地母神的恩惠
支援の血統,支援的血统
アヴェマリア,圣母颂
淀みきったオーラ,沉静灵气
追い撃つ帯電体質,祸不单行的带电体质
汚れた霊の巣窟,秽灵的巢穴
後追いする冷血,冷血追踪者
知恵の誘惑,智慧的诱惑
逆上の雄牛,暴怒的公牛
各個集中の眼差し,个别集中的眼神
一騎当千の眼差し,万夫莫敌的眼神
型破りの重量,超乎常理的重量
究極不滅の怒髪天,究极不灭的怒发冲冠
報復する肉体,报复的身躯
不可侵の美貌,不容侵犯的美貌
異端の魅力,异常的魅力
並外れた抗体,卓越的抗体
鉄壁の抗体,铁壁的抗体
連鎖の手管,连锁诡计
繋がれし血脈,相连的血脉
伝染する淀み臭,传染性闷臭
指先から熱伝導,导热的指尖
背水のアンカー,逆转的王牌
松の生命力,松的生命力
悪天候の申し子,坏天气的宠儿
妙技の手管,巧妙诡计
森羅万象の理,森罗万象的真理
パンデミックの瞳,瘟疫之瞳
虚無の道化師,虚无的小丑
死に至る病,致命绝症
断罪の宣告者,断罪宣告者
はじける演算力,奔腾的运算力
底知れぬ演算力,高深莫测的运算力
荒ぶる気性,狂暴天性
破天荒の気性,空前绝后的天性
気高き風格,清高的风范
威風堂々の風格,威风凛凛的风范
魔性の極意,魔性的精髓
魔性の極致,魔性的极致
無頼の眼力,恶棍的眼力
国士無双の眼力,国士无双的眼力
万物のはからい,万物的安排
万物の恩寵,万物的恩宠
冷徹な気質,冷酷的本性
泰然自若の気質,泰然自若的本性
策士の気概,军师的气魄
謀略の気概,谋略的气魄
機略縦横の気概,足智多谋的气魄
真夜中のベール,深夜的面纱
夜明けのベール,黎明的面纱
拝火の血統,拜火的血统
酩酊必至の情熱,必至酩酊的热情
凍てつく血統,冰寒的血统
コキュートス,悲叹冥河
雷呼びの血統,召雷的血统
狩猟月の予感,狩猎月的预感
風来の血統,流浪的血统
ヴァーハナの羽ばたき,神之坐骑的振翅
念視の血統,念视的血统
兵主神の異能,兵主神的异能
熱病みの血統,热病的血统
灼熱の修羅道,炽热的修罗道
祝福された血統,被祝福的血统
代理人の恩恵,代理人的恩惠
呪われた血統,被诅咒的血统
豊穣神の無念,丰穰神的冤屈
貪食の口先,贪吃的嘴巴
鬼の一口,鬼的一口
味わいの口先,品尝的嘴巴
ナーラーナーリー,雌雄同体
聖別された魂,被圣别的灵魂
卓越した暗示力,卓越的暗示力
蓮華がもたらす富,莲华带来的富贵
無類の自己暗示力,无与伦比的自我暗示力
善い思考,良善思维
吸い尽くす口先,汲取殆尽的嘴巴
最小手への誘い,最快捷径的导引
鉄の心臓,钢铁之心
天性の危機管理,天性的危机管理
血塗られた瞳,沾满鲜血的双瞳
剣神の念,剑神的意念
悲しみの輪,悲痛的轮回
桂の由来,桂的由来
神産みが如き業,如造神之举
無形の存在感,无形的存在感
国産みが如き業,如创国之举
オリーブの加護,橄榄的庇佑
はやくしんでよ,快去死吧
至極の大器,极致的英才
ファッショングラス,时尚眼镜
サスペンダー,吊带
ウェストポーチ,腰包
ヘアピン,发夹
シルバーキーリング,白银钥匙环
ブラックタイツ,黑色裤袜
ドットタイツ,网点裤袜
ヘッドホン,耳机
フォーマルタイ,正装领带
息吹のリング,气息戒指
根気のリング,毅力戒指
生気のリング,活力戒指
チャクラチョーカー,脉轮项圈
マインドチョーカー,思维项圈
ソウルチョーカー,灵魂项圈
朱のブレスレット,朱色手链
蒼のブレスレット,苍色手链
緑のブレスレット,绿色手链
黄のブレスレット,黄色手链
ランタンのネックレス,提灯项链
星型ブレスレット,星型手链
丸型ブレスレット,圆形手链
純白のブレスレット,纯白手链
漆黒のブレスレット,漆黑手链
怒りのリストバンド,怒火腕带
破天荒ベルト,破天荒腰带
休息磁気ネックレス,休息磁气项链
七転び八起きネクタイ,不屈不挠领带
不動のサスペンダー,不动吊带
頑強ベルト,顽强腰带
拍子木,梆子
首巻き湯たんぽ,肩颈热水袋
ゴム手袋,橡胶手套
遮光ゴーグル,护目镜
鎮静マスク,镇定口罩
バンカラの下駄,粗犷的木屐
備忘録,备忘录
腹減らずのマント,饱腹斗篷
メザメジスト,觉醒紫水晶
怒らずのマント,息怒斗篷
希望のマント,希望斗篷
ブレインガード,护脑器
火事除けのお守り,避火护身符
寒さ除けのお守り,祛寒护身符
強打者のお守り,强打护身符
痺れ除けのお守り,防麻护身符
恐れずのマント,无畏斗篷
希望のお守り,希望护身符
仕返しのミラー,报复的镜子
報復のミラー,复仇的镜子
天罰のミラー,天罚的镜子
カフェインパッチ,咖啡因贴片
ラベンダーポプリ,薰衣草百花香
ポジティブカレンダー,积极日历
高級サングラス,高级墨镜
混乱除けのマント,不乱斗篷
炎上オイルパック,燃烧油包
保冷パック,保冷袋
電池パック,电池组
目眩のマスク,眩目面具
乱れたマスク,乱心面具
ホラーマスク,惊悚面具
忘却のマスク,遗忘面具
催眠マスク,催眠面具
道化のマスク,小丑面具
世紀末のマスク,世纪末面具
教祖のマスク,教祖面具
色欲の指輪,色欲的戒指
虚飾の指輪,虚荣的戒指
暴食の指輪,暴食的戒指
憤怒の指輪,愤怒的戒指
強欲の指輪,贪婪的戒指
嫉妬の指輪,嫉妒的戒指
傲慢の指輪,傲慢的戒指
悲嘆の指輪,悲叹的戒指
色欲の結晶,色欲的结晶
虚飾の結晶,虚荣的结晶
暴食の結晶,暴食的结晶
憤怒の結晶,愤怒的结晶
強欲の結晶,贪婪的结晶
嫉妬の結晶,嫉妒的结晶
傲慢の結晶,傲慢的结晶
悲嘆の結晶,悲叹的结晶
羅刹の帯,罗刹衣带
金剛の帯,金刚衣带
韋駄天の帯,韦驮天衣带
エースのキャップ,王牌棒球帽
頑強の腹巻,顽强的缠腰
ルアーのキーホルダー,鱼饵钥匙圈
武勇のタスキ,英勇背带
魔導のミサンガ,魔导幸运手环
冥府の竪琴,冥府的竖琴
冥府の竪琴R,冥府的竖琴R
黒き闇輪,黑暗之轮
黒き闇輪R,黑暗之轮R
純白の鉢巻,纯白的头带
純白の鉢巻R,纯白的头带R
漆黒の鉢巻,漆黑的头带
漆黒の鉢巻R,漆黑的头带R
赤い糸玉,红丝线球
赤い糸玉R,红丝线球R
雷光の角,雷光角
雷光の角R,雷光角R
黒い月,黑月
黒い月R,黑月R
優美の竪琴,优美的竖琴
優美の竪琴R,优美的竖琴R
クーゲルバイン,子弹鞋
クーゲルバインR,子弹鞋R
光明の鉢巻,光明的头带
光明の鉢巻R,光明的头带R
怪盗紳士ハット,怪盗绅士礼帽
大怪盗ハット,大怪盗礼帽
武士の眼帯,武士眼罩
高級・着圧ソックス,高级·压力袜
火避けのチョーカー,防火项圈
炎避けの腕輪,防焰手镯
氷避けのチョーカー,防冰项圈
氷雪避けの腕輪,防冰雪手镯
雷神の護符,雷神护符
紫電避けの腕輪,防紫电手镯
風神の護符,风神护符
強風避けの腕輪,防强风手镯
熱避けのチョーカー,防热项圈
熱波避けの腕輪,防热浪手镯
思念避けのチョーカー,防精神力项圈
念力避けの腕輪,防念力手镯
光避けのチョーカー,防光项圈
威光避けの腕輪,防威严手镯
呪い避けのチョーカー,防诅咒项圈
厄除けかんざし,消灾发簪
大天使のワッペン,大天使纹章
時短リング,缩时戒指
十字架のチャーム,十字架吊饰
海幸彦ベルト,海幸彦腰带
韋駄天のベルト,韦驮天腰带
殿堂のベルト,殿堂腰带
怪盗マスク,怪盗面具
黒い石,黑之石
ドクロのチャーム,骷髅吊饰
紅蓮のネックレス,红莲项链
銀氷のネックレス,银冰项链
緑風のネックレス,绿风项链
紫電のネックレス,紫电项链
原子のネックレス,原子项链
念波のネックレス,念波项链
聖天のネックレス,圣天项链
闇夜のネックレス,暗夜项链
メネフネチェーン,梅内胡内链子
ハワイアンレイの指輪,夏威夷鲜花戒指
フォルネウスバッジ,佛钮司徽章
あか鉄バッジ,垢铁徽章
豪血寺バッジ,豪血寺徽章
パンチdeバッジ,神拳de徽章
はったれバッジ,招摇撞骗徽章
ゴルフバッジ,高尔夫徽章
タフガイのベルト,铁人腰带
伊達男のハンドミラー,帅哥手镜
ルブランのお守り,卢布朗的护身符
マスターパンツ,老板严选内裤
二等航海士バッジ,二等海员徽章
一等航海士バッジ,一等海员徽章
キャプテンバッジ,船长徽章
小治癒促進パッチ,小治愈促进贴片
中治癒促進パッチ,中治愈促进贴片
大治癒促進パッチ,大治愈促进贴片
貼る小気功,贴贴小气功
貼る中気功,贴贴中气功
貼る大気功,贴贴大气功
勝利の祝杯,胜利的祝酒杯
魚神のバッジ,鱼神徽章
全能の真球,全能真球
完全神柱,完全神柱
不可視のベール,看不见的面纱
執着真珠,执着珍珠
迷惑腰巻,扩灾束腰
ホーリーストーン,神圣之石
自称特別捜査隊メガネ,自称特别搜查队眼镜
特別課外活動部の腕章,特别课外活动部臂章
セブンスエンブレム,七姐妹纹章
聖エルミン学園校章,圣艾尔敏学园校徽
ハンドヘルドCPU,携带型计算机
マヨナカのバンダナ,深夜头巾
携帯用・召喚銃,携带用·召唤枪
ホヌのチャーム,海龟吊饰
ティキキーホルダー,堤基钥匙圈
beastヘッドホン,beast耳机
バベレコヘッドホン,巴别耳机
子羊達の枕,小羊枕头
儀式のガントレット,仪式护手
葛葉の封魔管,葛叶的封魔管
フェザーマンバッジ,翔羽侠徽章
火紋の輝石,火纹辉石
氷紋の輝石,冰纹辉石
雷紋の輝石,雷纹辉石
風紋の輝石,风纹辉石
念紋の輝石,念纹辉石
核紋の輝石,核纹辉石
聖十字の輝石,圣十字辉石
骸骨紋の輝石,骸骨纹辉石
癒やしの輝石,疗愈辉石
究極の輝石,究极辉石
羽のリング,羽翼戒指
名手のドッグタグ,高手的狗牌
赤のリボン,红色缎带
火の粉のリング,星火戒指
紅蓮のリング,红莲戒指
大紅蓮のリング,大红莲戒指
火の粉の螺旋リング,星火螺旋戒指
紅蓮の螺旋リング,红莲螺旋戒指
大紅蓮の螺旋リング,大红莲螺旋戒指
粉雪のリング,细雪戒指
零度のリング,零度戒指
絶対零度のリング,绝对零度戒指
粉雪の螺旋リング,细雪螺旋戒指
零度の螺旋リング,零度螺旋戒指
絶対零度の螺旋リング,绝对零度螺旋戒指
微風のリング,微风戒指
嵐のリング,暴风戒指
大嵐のリング,大暴风戒指
微風の螺旋リング,微风螺旋戒指
嵐の螺旋リング,暴风螺旋戒指
大嵐の螺旋リング,大暴风螺旋戒指
帯電のリング,带电戒指
雷のリング,雷电戒指
大雷のリング,大雷电戒指
帯電の螺旋リング,带电螺旋戒指
雷の螺旋リング,雷电螺旋戒指
大雷の螺旋リング,大雷电螺旋戒指
昇天のリング,升天戒指
超昇天のリング,超升天戒指
昇天の螺旋リング,升天螺旋戒指
超昇天の螺旋リング,超升天螺旋戒指
祝いのリング,祝福戒指
祝賀のリング,祝贺戒指
大祝賀のリング,大祝贺戒指
祝いの螺旋リング,祝福螺旋戒指
祝賀の螺旋リング,祝贺螺旋戒指
大祝賀の螺旋リング,大祝贺螺旋戒指
呪殺のリング,咒杀戒指
大呪殺のリング,大咒杀戒指
呪殺の螺旋リング,咒杀螺旋戒指
大呪殺の螺旋リング,大咒杀螺旋戒指
呪いのリング,诅咒戒指
呪縛のリング,咒缚戒指
大呪縛のリング,大咒缚戒指
呪いの螺旋リング,诅咒螺旋戒指
呪縛の螺旋リング,咒缚螺旋戒指
大呪縛の螺旋リング,大咒缚螺旋戒指
万能リング,万能戒指
大万能リング,大万能戒指
極大万能リング,极大万能戒指
核熱のリング,核热戒指
極熱のリング,极热戒指
大極熱のリング,大极热戒指
核熱の螺旋リング,核热螺旋戒指
極熱の螺旋リング,极热螺旋戒指
大極熱の螺旋リング,大极热螺旋戒指
眩暈のバングル,眩晕手环
眩暈の螺旋バングル,眩晕螺旋手环
混乱のバングル,混乱手环
混乱の螺旋バングル,混乱螺旋手环
恐怖のバングル,恐惧手环
営業スマイルマスク,陪笑面具
忘却のバングル,遗忘手环
忘却の螺旋バングル,遗忘螺旋手环
睡眠のバングル,睡眠手环
睡眠の螺旋バングル,睡眠螺旋手环
激怒のバングル,狂怒手环
激怒の螺旋バングル,狂怒螺旋手环
絶望のバングル,绝望手环
絶望の螺旋バングル,绝望螺旋手环
洗脳のバングル,洗脑手环
扇動の冠,煽动之冠
吸血マスク,吸血面具
吸魔のマスク,吸魔面具
霊感の手鏡,灵异手镜
邪霊の手鏡,邪灵手镜
心霊カメラ,灵异相机
大邪炎の輪,大邪炎项圈
アルダナバンド,阿尔达手镯
細氷のユリ,碎冰百合
氷河の冠,冰河之冠
暴風の邪神像,暴风邪神像
真空波の冠,真空波之冠
女神の大雷角,女神的大雷角
雷神の誓願,雷神的誓愿
審判の十字架,审判十字架
回転説法の冠,回转讲道之冠
呪われた白リボン,被诅咒的白缎带
死んでくれる？の冠,可以为我而死吗？之冠
灼熱の竜角,灼热龙角
コズミックフレアの冠,宇宙火焰之冠
漆黒の蛇の冠,漆黑之蛇冠
明けの明星の冠,拂晓明星之冠
念力のリング,念力戒指
業念のリング,业念戒指
大業念のリング,大业念戒指
念力の螺旋リング,念力螺旋戒指
業念の螺旋リング,业念螺旋戒指
大業念の螺旋リング,大业念螺旋戒指
龍神の念動石,龙神的念动石
サイコフォースの冠,念动力之冠
突撃ベルト,突击腰带
アサルトベルト,冲锋腰带
メガトンベルト,百万吨腰带
神の手ベルト,神手腰带
ラッキーベルト,幸运腰带
ミラクルベルト,奇迹腰带
ラッシュベルト,突袭腰带
ガトリングベルト,加特林腰带
スラッシュベルト,突袭腰带
大切断ベルト,大斩断腰带
ブレイブベルト,勇气腰带
剣舞のベルト,剑舞腰带
八艘跳びベルト,八艘跳跃腰带
マイムールベルト,巴力神矛腰带
窮鼠のベルト,穷鼠腰带
レイズベルト,加倍腰带
死亡遊戯のベルト,死亡游戏腰带
指弾ベルト,指弹腰带
三連弾ベルト,三连弹腰带
必殺弾のベルト,必杀弹腰带
魔弾のベルト,魔弹腰带
二連弾ベルト,二连弹腰带
金剛発破ベルト,金刚发破腰带
空間殺法ベルト,空间杀法腰带
烈風ベルト,烈风腰带
ヒートベルト,灼热腰带
ギガントベルト,巨人腰带
暴れん坊のベルト,狂暴腰带
電光石火のベルト,电光石火腰带
バウンドベルト,界限腰带
アグネヤベルト,火神腰带
二連牙ベルト,二连牙腰带
パワーベルト,力量腰带
五月雨ベルト,五月雨腰带
刹那五月雨ベルト,刹那五月雨腰带
ハンマーベルト,战锤腰带
脳天ベルト,倒栽腰带
テラーベルト,恐惧腰带
ヘッドベルト,失忆腰带
夢見ベルト,织梦腰带
ヒステリーベルト,歇斯底里腰带
ネガティブベルト,消极腰带
脳髄ベルト,脑髓腰带
フラッシュベルト,闪光腰带
スライスベルト,乱心腰带
血祭りベルト,血祭腰带
忘殺ベルト,忘杀腰带
昏睡ベルト,昏睡腰带
神楽ベルト,神乐腰带
バッドビートベルト,绝望敲打腰带
大脳髄ベルト,大脑髓腰带
癒やしのチャーム,疗愈吊饰
治癒のチャーム,治愈吊饰
完治のチャーム,痊愈吊饰
癒やしの螺旋チャーム,疗愈螺旋吊饰
治癒の螺旋チャーム,治愈螺旋吊饰
完治の螺旋チャーム,痊愈螺旋吊饰
蘇生のチャーム,复苏吊饰
大蘇生のチャーム,大复苏吊饰
純真のロザリオ,纯洁的玫瑰念珠
アムリタチャーム,甘露吊饰
アムリタ螺旋チャーム,甘露螺旋吊饰
救世の冠,救世之冠
ひきつけリング,注目戒指
潜伏リング,潜伏戒指
目覚ましチャーム,觉醒吊饰
エナジー螺旋チャーム,能量螺旋吊饰
エナジーチャーム,能量吊饰
事無きのチャーム,宁息吊饰
目覚まし螺旋チャーム,觉醒螺旋吊饰
事無きの螺旋チャーム,宁息螺旋吊饰
羅刹のアンクル,罗刹脚环
金剛のアンクル,金刚脚环
キャットブローチ,猫胸针
ライザーアンクル,激昂脚环
羅刹の螺旋アンクル,罗刹螺旋脚环
金剛の螺旋アンクル,金刚螺旋脚环
韋駄天の螺旋アンクル,韦驮天螺旋脚环
崖っぷちブローチ,绝路胸针
非力のアンクル,乏力脚环
防弱のアンクル,防弱脚环
失速のアンクル,失速脚环
ランダマアンクル,随机脚环
非力の螺旋アンクル,乏力螺旋脚环
防弱の螺旋アンクル,防弱螺旋脚环
失速の螺旋アンクル,失速螺旋脚环
除霊アンクル,除灵脚环
洗礼アンクル,洗礼脚环
瞬間増強のアンクル,瞬间强化脚环
精神集中のアンクル,聚精会神脚环
リベリオンアンクル,反叛脚环
大革命のアンクル,大革命脚环
魔反鏡の護符,魔反镜护符
物反鏡の護符,物反镜护符
不滅の護符,不灭护符
鉄壁壊しの護符,破铁壁护符
魔鏡壊しの護符,破魔镜护符
火伏せの盾飾り,抗火盾饰
氷伏せの盾飾り,抗冰盾饰
雷伏せの盾飾り,抗雷盾饰
風伏せの盾飾り,抗风盾饰
火呼びのチャイム,召火铃
氷呼びのチャイム,召冰铃
風呼びのチャイム,召风铃
雷呼びのチャイム,召雷铃
熱伏せの盾飾り,抗热盾饰
念力伏せの盾飾り,抗念力盾饰
核熱呼びのチャイム,召核热铃
念力呼びのチャイム,召念力铃
リージェントR,摄政王R
女王の首飾りR,王后的项链R
スクーンの石R,命运之石R
コ・イ・ヌールR,光之山R
オルロフR,奥尔洛夫R
大帝の護符R,大帝的护符R
ホープダイヤR,希望钻石R
水晶髑髏R,水晶骷髅R
オリハルコンR,奥利哈钢R
勝負のリング,决胜戒指
目眩しの根付,幻视根付
核のブローチ,核子胸针
スターナイトグローブ,星夜手套
ムーンナイトギア,月夜耳机
看守の警棒,看守的警棍
フェザーマント,翔羽侠披风
デモニカデバイス,恶魔装置
シネマストラップ,电影挂绳
引継ぎスキルアクセ,继承技能饰品
ブランク(使用禁止),空栏(禁止使用)
ダークインナー,暗黑内搭衣
プリントTシャツ,印刷T恤
ネッカチーフ,领巾
スタジアムパーカー,运动外套
ドレスシャツ,礼服衬衫
スリムハイネック,修身高领衫
ピンクトップス,粉色上衣
ルーズカットソー,宽松针织衫
フォーマルシャツ,正装衬衫
ライトインナー,轻薄内搭衣
カオスインナー,混沌内搭衣
精鬼のすすけた防具,精鬼的老旧防具
ショルダーパッド,肩垫
強記のキャミ,背诵的小背心
山猫迷彩ベスト,山猫迷彩背心
メモリアルカラー,回忆围领
古い猫騎士の首輪,老旧的猫骑士项圈
猫騎士の首輪,猫骑士项圈
古い公爵の外套,老旧的公爵大衣
公爵の外套,公爵大衣
猫ニットブルゾン,猫用针织外套
古い天使のケープ,老旧的天使披肩
天使のケープ,天使披肩
古い夢魔のパジャマ,老旧的梦魔睡衣
夢魔のパジャマ,梦魔睡衣
聖人のトゥニカ,圣人的罗马袍
多機能エプロン,多功能围裙
護符シャツ,护符衬衫
そよ風スカーフ,微风领巾
シルクのドレス,丝绸礼服
極上シルクのドレス,顶级丝绸礼服
フロスト頭巾,霜精头巾
フロストエース頭巾,王牌霜精头巾
サバイバルベスト,生存背心
淑女のドレス,淑女礼服
無心の作務衣,无心作务衣
エリザベスカラー,伊丽莎白围领
古い式神装束,老旧的式神服
式神装束,式神服
古い妖精のチャイナ服,老旧的妖精旗袍
妖精のチャイナ服,妖精旗袍
古いカムイスカーフ,老旧的神威领巾
カムイスカーフ,神威领巾
コスモスインナー,宇宙内搭衣
ライトニングブラウス,雷霆罩衫
夜鍋の羽織,熬夜羽织
ラバーマフラー,橡胶围巾
霊験ドレス,显灵礼服
至高の霊験ドレス,尊贵不凡的显灵礼服
アスリートシャツ,运动服
パワードキャミ,强化小背心
ハードスカーフ,硬质领巾
古い仁義なき羽織,老旧的不义羽织
仁義なき羽織,不义羽织
古い猫又具足,老旧的猫妖盔甲
猫又具足,猫妖盔甲
古い鬼嫁エプロン,老旧的野蛮老婆围裙
鬼嫁エプロン,野蛮老婆围裙
血赤のカポーテ,血红斗牛士披肩
鮮血のカポーテ,鲜血斗牛士披肩
マンダラベスト,曼陀罗背心
エリュシオンローブ,极乐净土袍
法王の内衣,教皇的内搭衣
イドの首輪,本我的项圈
アーミーベスト,军队背心
ハードコルセット,硬质束腰紧身衣
イルミナカラー,闪亮围领
古い王家の聖衣,老旧的皇家圣衣
王家の聖衣,皇家圣衣
古い秘儀のローブ,老旧的秘密仪式袍
秘儀のローブ,秘密仪式袍
古い蛇皮スカーフ,老旧的蛇皮领巾
蛇皮スカーフ,蛇皮领巾
妖精騎士の胸当て,妖精骑士的护胸
幻魔の胸当て,幻魔的护胸
クールベスト,凉爽背心
チタンコルセット,钛金束腰紧身衣
希望のシャツ,希望衬衫
消沈の首輪,沉静项圈
タップスアン,荒霸吐项链
極上タップスアン,顶级荒霸吐项链
ギガントベスト,巨人背心
ハイレグインナー,高叉内搭衣
アルマダカラー,无敌围领
古い小悪魔インナー,老旧的小恶魔内搭衣
小悪魔インナー,小恶魔内搭衣
古い帯電スカーフ,老旧的带电领巾
帯電スカーフ,带电领巾
古いギリーベスト,老旧的吉利迷彩背心
ギリーベスト,吉利迷彩背心
刻露の羽織,刻露羽织
邪馬のドレス,邪马礼服
ルーンベスト,卢恩符文背心
ブレイヴスカーフ,勇气领巾
幸運のローブ,幸运长袍
超幸運のローブ,超幸运长袍
フルーテッドガード,轻钢板护具
パンツァードレス,装甲礼服
魯班尺の首輪,鲁班尺项圈
古い豹柄ベスト,老旧的豹纹背心
豹柄ベスト,豹纹背心
古い純真の首輪,老旧的纯洁项圈
純真の首輪,纯洁项圈
古い地母の黒タイツ,老旧的地母神黑裤袜
地母の黒タイツ,地母神黑裤袜
火消しの法被,消防员的号衣
爛欄ケープ,锐光披肩
エゴイストシャツ,自我主义内搭衣
